Date,Open,High,Low,Close,Adj Close,Volume
2015-11-06,4035.000000,4090.000000,4015.000000,4060.000000,4060.000000,101187
2015-11-09,4020.000000,4030.000000,3965.000000,3965.000000,3965.000000,193417
2015-11-10,4000.000000,4000.000000,3810.000000,3815.000000,3815.000000,159957
2015-11-11,3740.000000,3910.000000,3740.000000,3815.000000,3815.000000,67557
2015-11-12,3815.000000,3985.000000,3815.000000,3850.000000,3850.000000,77566
2015-11-13,3850.000000,3895.000000,3780.000000,3880.000000,3880.000000,113030
2015-11-16,3880.000000,3880.000000,3540.000000,3645.000000,3645.000000,220701
2015-11-17,3615.000000,3860.000000,3615.000000,3680.000000,3680.000000,53616
2015-11-18,3680.000000,3695.000000,3600.000000,3615.000000,3615.000000,102299
2015-11-19,3605.000000,3680.000000,3605.000000,3680.000000,3680.000000,68395
2015-11-20,3680.000000,3680.000000,3630.000000,3660.000000,3660.000000,121795
2015-11-23,3740.000000,3745.000000,3620.000000,3660.000000,3660.000000,94509
2015-11-24,3660.000000,3690.000000,3605.000000,3670.000000,3670.000000,84104
2015-11-25,3670.000000,3685.000000,3615.000000,3620.000000,3620.000000,75089
2015-11-26,3620.000000,3680.000000,3430.000000,3600.000000,3600.000000,142146
2015-11-27,3600.000000,3670.000000,3525.000000,3630.000000,3630.000000,128785
2015-11-30,3630.000000,3630.000000,3485.000000,3500.000000,3500.000000,139244
2015-12-01,3500.000000,3535.000000,3455.000000,3510.000000,3510.000000,123855
2015-12-02,3510.000000,3530.000000,3470.000000,3470.000000,3470.000000,159936
2015-12-03,3525.000000,3525.000000,3360.000000,3405.000000,3405.000000,172633
2015-12-04,3450.000000,3450.000000,3235.000000,3280.000000,3280.000000,292903
2015-12-07,3330.000000,3375.000000,3230.000000,3255.000000,3255.000000,136051
2015-12-08,3210.000000,3255.000000,3085.000000,3100.000000,3100.000000,181399
2015-12-09,3170.000000,3350.000000,3080.000000,3260.000000,3260.000000,173388
2015-12-10,3185.000000,3255.000000,3040.000000,3075.000000,3075.000000,204172
2015-12-11,3230.000000,3260.000000,3085.000000,3170.000000,3170.000000,214992
2015-12-14,3065.000000,3165.000000,2985.000000,2990.000000,2990.000000,133284
2015-12-15,3000.000000,3010.000000,2810.000000,2845.000000,2845.000000,386700
2015-12-16,2900.000000,2905.000000,2820.000000,2860.000000,2860.000000,177427
2015-12-17,2895.000000,2925.000000,2825.000000,2875.000000,2875.000000,200417
2015-12-18,2875.000000,3150.000000,2860.000000,3050.000000,3050.000000,277445
2015-12-21,3130.000000,3135.000000,2960.000000,3025.000000,3025.000000,271488
2015-12-22,3060.000000,3150.000000,2950.000000,2970.000000,2970.000000,228728
2015-12-23,2980.000000,3005.000000,2950.000000,2970.000000,2970.000000,140082
2015-12-24,3025.000000,3025.000000,2895.000000,2900.000000,2900.000000,129194
2015-12-28,2900.000000,2920.000000,2860.000000,2885.000000,2885.000000,75414
2015-12-29,2885.000000,2935.000000,2875.000000,2930.000000,2930.000000,76550
2015-12-30,2980.000000,2985.000000,2925.000000,2940.000000,2940.000000,93073
2016-01-04,2895.000000,2965.000000,2875.000000,2940.000000,2940.000000,87512
2016-01-05,2880.000000,2925.000000,2875.000000,2890.000000,2890.000000,75222
2016-01-06,2900.000000,2940.000000,2830.000000,2840.000000,2840.000000,111242
2016-01-07,2840.000000,2980.000000,2775.000000,2840.000000,2840.000000,151488
2016-01-08,2875.000000,2965.000000,2730.000000,2900.000000,2900.000000,144187
2016-01-11,2850.000000,2875.000000,2755.000000,2785.000000,2785.000000,125645
2016-01-12,2830.000000,2840.000000,2645.000000,2690.000000,2690.000000,197360
2016-01-13,2720.000000,2750.000000,2675.000000,2680.000000,2680.000000,74358
2016-01-14,2645.000000,2710.000000,2525.000000,2600.000000,2600.000000,178434
2016-01-15,2630.000000,2710.000000,2565.000000,2610.000000,2610.000000,96498
2016-01-18,2610.000000,2615.000000,2460.000000,2555.000000,2555.000000,138463
2016-01-19,2595.000000,2630.000000,2550.000000,2600.000000,2600.000000,74082
2016-01-20,2600.000000,2600.000000,2485.000000,2515.000000,2515.000000,107798
2016-01-21,2515.000000,2870.000000,2460.000000,2865.000000,2865.000000,437060
2016-01-22,2950.000000,3720.000000,2880.000000,2950.000000,2950.000000,8010962
2016-01-25,3030.000000,3455.000000,2960.000000,3185.000000,3185.000000,2139060
2016-01-26,3185.000000,3355.000000,3045.000000,3270.000000,3270.000000,930594
2016-01-27,3185.000000,3280.000000,3115.000000,3120.000000,3120.000000,470956
2016-01-28,3080.000000,3325.000000,3060.000000,3210.000000,3210.000000,436033
2016-01-29,3210.000000,3215.000000,3105.000000,3110.000000,3110.000000,246964
2016-02-01,3110.000000,3160.000000,3015.000000,3145.000000,3145.000000,235104
2016-02-02,3140.000000,3190.000000,3050.000000,3080.000000,3080.000000,174943
2016-02-03,3110.000000,3125.000000,2965.000000,2980.000000,2980.000000,202067
2016-02-04,2980.000000,3140.000000,2970.000000,3070.000000,3070.000000,238541
2016-02-05,3070.000000,3160.000000,3045.000000,3110.000000,3110.000000,203930
2016-02-11,2980.000000,3075.000000,2950.000000,2990.000000,2990.000000,173828
2016-02-12,2905.000000,2965.000000,2670.000000,2745.000000,2745.000000,326697
2016-02-15,2795.000000,2900.000000,2735.000000,2800.000000,2800.000000,222964
2016-02-16,2880.000000,2900.000000,2810.000000,2865.000000,2865.000000,140019
2016-02-17,2885.000000,2885.000000,2735.000000,2770.000000,2770.000000,163642
2016-02-18,2830.000000,2835.000000,2750.000000,2775.000000,2775.000000,130451
2016-02-19,2790.000000,2810.000000,2680.000000,2770.000000,2770.000000,157651
2016-02-22,2770.000000,2850.000000,2730.000000,2810.000000,2810.000000,151315
2016-02-23,2880.000000,2880.000000,2745.000000,2770.000000,2770.000000,161757
2016-02-24,2790.000000,2810.000000,2735.000000,2800.000000,2800.000000,124651
2016-02-25,2800.000000,2810.000000,2730.000000,2730.000000,2730.000000,156425
2016-02-26,2730.000000,2755.000000,2700.000000,2750.000000,2750.000000,77695
2016-02-29,2750.000000,2760.000000,2700.000000,2705.000000,2705.000000,134040
2016-03-02,2710.000000,2765.000000,2710.000000,2740.000000,2740.000000,114512
2016-03-03,2750.000000,2790.000000,2740.000000,2785.000000,2785.000000,70633
2016-03-04,2770.000000,2940.000000,2765.000000,2850.000000,2850.000000,302351
2016-03-07,2860.000000,2885.000000,2815.000000,2850.000000,2850.000000,98762
2016-03-08,2850.000000,2900.000000,2765.000000,2850.000000,2850.000000,174769
2016-03-09,2880.000000,2880.000000,2820.000000,2855.000000,2855.000000,70566
2016-03-10,2855.000000,2860.000000,2815.000000,2840.000000,2840.000000,96530
2016-03-11,2805.000000,2850.000000,2780.000000,2845.000000,2845.000000,152843
2016-03-14,2810.000000,3345.000000,2810.000000,3135.000000,3135.000000,993237
2016-03-15,3135.000000,3140.000000,2970.000000,3000.000000,3000.000000,395714
2016-03-16,3055.000000,3060.000000,2935.000000,2990.000000,2990.000000,382369
2016-03-17,2990.000000,3030.000000,2900.000000,2950.000000,2950.000000,234176
2016-03-18,2950.000000,2975.000000,2915.000000,2950.000000,2950.000000,178566
2016-03-21,2970.000000,2970.000000,2875.000000,2885.000000,2885.000000,309447
2016-03-22,2865.000000,2905.000000,2800.000000,2830.000000,2830.000000,322445
2016-03-23,2820.000000,2850.000000,2795.000000,2840.000000,2840.000000,247509
2016-03-24,2875.000000,2875.000000,2740.000000,2800.000000,2800.000000,249078
2016-03-25,2800.000000,2800.000000,2730.000000,2750.000000,2750.000000,245126
2016-03-28,2725.000000,2770.000000,2705.000000,2750.000000,2750.000000,184991
2016-03-29,2750.000000,2840.000000,2750.000000,2790.000000,2790.000000,173054
